ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,Field1,Field3,Field2,MYKEY,SIT,STATE,
161032,1,16,32,2,18,8,0,8,8,1,1,3,2,3,0,0,1,2,0,1,0,0,1,2,1,1,1,0,2,4,1,3,1,2,0,joy,2,3,1610321,"I was feeling really low - had been a series of fights with my 
siblings, been under pressure at school and wasn't going to the 
party I wanted to go - instead I was going out with my family. A 
guy called and said, in effect, that I was ""nice"" and he liked 
me. Hence the emotional joy.",1,
161032,1,16,32,2,18,8,0,8,8,1,2,4,1,2,1,0,-1,0,0,0,0,0,0,2,1,1,0,0,0,4,0,0,0,0,0,fear,1,2,1610322,"I was watching a movie alone - it was a horror movie. The music 
was a deep pulsing type - not really music. And a light flashed 
on and off. It was in the complete darkness of a movie theatre 
that was almost empty.",1,
161032,1,16,32,2,18,8,0,8,8,1,3,3,3,4,3,0,2,4,0,0,0,0,2,2,3,3,1,2,1,1,2,1,1,0,0,anger,3,4,1610323,"My sister and I were fighting as usual. She's older tham I am, 
bigger built and stronger I couldn't win in a physical battle and 
in a verbal battle I couldn't seem to get through to her to 
really hurt her.",1,
161032,1,16,32,2,18,8,0,8,8,1,4,4,4,2,0,0,0,1,0,0,0,0,0,2,2,3,0,0,4,1,0,0,0,0,0,sadness,4,2,1610324,"My paternal grandmother had died. We weren't close but she was 
blood. I didn't cry but I was sad, partly due to her death and 
partly I think, due to the fact that I couldn't/didn't cry.",1,
161032,1,16,32,2,18,8,0,8,8,1,5,3,2,2,0,0,0,1,-1,0,0,0,0,1,2,3,0,2,2,1,2,0,1,0,0,disgust,2,2,1610325,"My older sister used to pick on my brothers and sisters all of 
whom were younger than her. On one occasion my brother did 
something my sister didn't like. A full-scale battle began.",1,
161032,1,16,32,2,18,8,0,8,8,1,6,4,1,2,1,0,2,1,0,1,0,0,0,3,2,1,1,0,1,2,1,3,1,1,0,shame,1,2,1610326,"My first real experience with a boy. We were alone. I was quite 
young and pretty naive and he was pretty crude and real, sort of, 
macho. It was dark, at night during the summer and we were 
talking.",1,
161032,1,16,32,2,18,8,0,8,8,1,7,2,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,2,2,2,0,0,guilt,2,2,1610327,"I was using my sister's stereo while everyone was out. I know she 
wouldn't want me to and I would get into trouble if she found 
out. But she was only partly justified in forbidding me to use 
it. She never found out.",1,
161033,1,16,33,2,18,8,0,8,3,1,1,3,4,4,1,0,1,4,1,1,1,0,0,1,2,1,1,1,1,4,1,3,3,3,1,joy,4,4,1610331,"Winning a rowing race at a Karapiro regatta. With 7 other 
friends.",1,
161033,1,16,33,2,18,8,0,8,3,1,2,3,3,2,4,0,0,1,0,0,1,0,1,2,3,3,1,2,1,1,1,3,2,0,1,fear,3,2,1610332,"Being alone in Europe and having to catch a train and bus to the 
airport, then board the plane alone.",1,
161033,1,16,33,2,18,8,0,8,3,1,3,3,3,2,0,0,0,3,0,0,1,0,2,1,2,3,2,3,3,1,3,0,1,2,1,anger,3,2,1610333,"At school teacher for not allowing us to go out on New Year's Eve 
when on a class trip overseas.",1,
161033,1,16,33,2,18,8,0,8,3,1,4,3,4,4,2,2,-1,1,0,0,1,0,0,2,1,3,3,3,4,1,0,1,3,1,3,sadness,4,4,1610334,"I was in a car accident on the way back from a weekend rowing 
regatta we'd won. 5 others were in the car. I thought I'd never 
be able to row again.",1,
161033,1,16,33,2,18,8,0,8,3,1,5,1,1,2,0,0,0,1,-1,0,0,0,0,1,3,3,0,2,2,3,3,2,1,1,0,disgust,1,2,1610335,Our boarder burping after meals !,1,
161033,1,16,33,2,18,8,0,8,3,1,6,3,1,1,0,0,0,1,0,1,0,0,1,2,0,3,2,1,1,5,1,1,2,1,0,shame,1,1,1610336,"Felt ashamed when in a group conversation and could not 
understand words or comprehend the topic of discussion.",1,
161033,1,16,33,2,18,8,0,8,3,1,7,1,2,2,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,2,2,3,0,0,guilt,2,2,1610337,"Guilty when I hadn't walked my dog for quite a few days and had 
given her no attention.",1,
161034,1,16,34,2,18,8,0,9,7,1,1,4,4,2,0,0,1,1,1,1,0,0,2,1,3,1,1,0,1,4,1,3,3,1,0,joy,4,2,1610341,"When I won a position on the track-team for the trans-tasman 
games when I was eleven.",1,
161034,1,16,34,2,18,8,0,9,7,1,2,4,1,4,2,0,0,4,0,0,0,1,1,1,1,3,0,3,3,2,0,2,2,3,0,fear,1,4,1610342,When I was jumped by three men in a deserted area.,1,
161034,1,16,34,2,18,8,0,9,7,1,3,4,3,3,3,0,2,1,0,0,0,1,0,1,2,3,0,3,3,1,1,2,1,3,0,anger,3,3,1610343,"Once a person in authority (school teacher) was telling blatant 
lies about me and the headmistress would not let me defend 
myself. She was also telling lies about other members of my 
family.",1,
161034,1,16,34,2,18,8,0,9,7,1,4,4,4,4,0,1,0,1,-1,0,1,0,0,2,1,3,3,2,4,1,1,1,2,0,2,sadness,4,4,1610344,When my mother died.,1,
161034,1,16,34,2,18,8,0,9,7,1,5,2,2,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,4,0,0,1,0,0,disgust,2,1,1610345,"When somebody who had been a bully and had acted cruelly to 
others who were unable to defend themselves was taken down a few 
notches and he began to grovel. I was disgusted with his 
grovelling and the manner in which he had treated others.",1,
161034,1,16,34,2,18,8,0,9,7,1,6,4,4,3,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,1,2,1,1,0,0,shame,4,3,1610346,"When I was twelve I was babysitting some children but I did not 
act very responsibly and one of them was injured.",1,
161034,1,16,34,2,18,8,0,9,7,1,7,3,3,2,0,0,0,0,-1,0,0,0,0,2,1,3,3,0,1,3,2,1,1,0,0,guilt,3,2,1610347,"When something went wrong for me I lashed out at someone else 
whom I loved and who was not in any way responsible for what had 
happened (my sister).",1,
161035,1,16,35,2,35,1,2,6,1,1,1,2,4,2,0,0,0,1,1,1,0,0,0,1,3,1,1,1,1,5,1,3,3,0,0,joy,4,2,1610351,Easter holiday - I had been working weekends and had just left.,1,
161035,1,16,35,2,35,1,2,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fear,0,0,1610352,Haven't been frightened for ages.,1,
161035,1,16,35,2,35,1,2,6,1,1,3,1,4,4,0,1,0,0,-1,0,0,0,0,1,1,3,1,3,3,1,0,2,1,0,1,anger,4,4,1610353,"I visited a special education school. The headmaster applied a 
policy of strict positive - negative reinforcement to the 
children involved. Children who measured up to his standards were 
made a fuss of - children who didn't were ignored.",1,
161035,1,16,35,2,35,1,2,6,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sadness,0,0,1610354,"I felt sad with the two situations I described before. The cat 
and the school. Sadness was intermingled with the other feelings.",1,
161035,1,16,35,2,35,1,2,6,1,1,5,2,4,4,3,1,-1,0,-1,0,0,0,0,1,1,3,0,3,3,1,3,2,1,0,1,disgust,4,4,1610355,"Next door nieghbour ran over his cat in driveway, he tried to 
finish it off with a flat shovel. I would have taken cat to 
veterinary to either kill humanely or cure.",1,
161035,1,16,35,2,35,1,2,6,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,1610356,Haven't felt shame for ages.,1,
161035,1,16,35,2,35,1,2,6,1,1,7,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,5,1,2,2,0,0,guilt,1,1,1610357,"I borrowed a friend's books and forgot I had them, she asked for 
them back and I told her I didn't have them. I duly found and 
returned them.",1,
161036,1,16,36,2,26,8,0,5,7,1,1,4,3,3,0,0,1,1,0,1,0,0,1,1,1,1,2,0,2,5,0,3,2,3,0,joy,3,3,1610361,"Getting my kitten, found at work several years ago, taking him 
home in a box on my motorbike, showing it to my defacto.",1,
161036,1,16,36,2,26,8,0,5,7,1,2,2,2,2,0,0,-1,0,0,0,0,0,0,1,1,3,3,3,3,2,2,1,0,0,0,fear,2,2,1610362,Obscene phone call where the person knew my name.,1,
161036,1,16,36,2,26,8,0,5,7,1,3,1,1,2,0,0,0,1,-1,0,0,0,0,3,3,3,3,2,3,1,0,2,2,2,0,anger,1,2,1610363,At work being shifted to another area.,1,
161036,1,16,36,2,26,8,0,5,7,1,4,4,3,3,2,1,-1,1,0,0,0,1,0,3,1,3,3,3,3,1,0,1,1,1,1,sadness,3,3,1610364,"Enrolling at varsity, being told I couldn't get in to certain 
papers.",1,
161036,1,16,36,2,26,8,0,5,7,1,5,2,3,3,1,2,0,1,-1,0,0,1,2,1,1,3,3,3,4,5,0,1,0,3,2,disgust,3,3,1610365,Noticing my flat had maggotts !,1,
161036,1,16,36,2,26,8,0,5,7,1,6,4,4,4,2,2,0,1,-1,0,1,0,1,3,1,3,3,1,3,5,3,1,1,1,3,shame,4,4,1610366,"A serious drug error while nursing that I knew I was responsible 
for (patient lived, no complications fortunately).",1,
161036,1,16,36,2,26,8,0,5,7,1,7,4,3,2,0,1,-1,0,1,0,0,0,0,1,1,3,0,2,1,2,2,1,2,3,1,guilt,3,2,1610367,Forgot to turn up on prescribed day for jury service.,1,
161037,1,16,37,2,20,8,0,6,1,1,1,2,3,2,0,0,1,2,0,1,0,0,0,1,3,1,1,1,3,4,0,3,0,2,0,joy,3,2,1610371,"When I was finally able to return to a job that I enjoyed doing 
after several months absence (I was not needed during this time).",1,
161037,1,16,37,2,20,8,0,6,1,1,2,4,3,3,3,0,2,1,0,0,0,1,0,1,1,3,3,3,3,5,3,1,1,2,0,fear,3,3,1610372,When I was attacked by a teenage boy and had my wallet stolen.,1,
161037,1,16,37,2,20,8,0,6,1,1,3,1,2,1,1,0,2,1,0,1,0,0,0,1,2,3,0,2,3,4,2,2,1,2,0,anger,2,1,1610373,"Someone who was speeding was forced to slow down when I pulled 
out onto the road and proceeded to abuse me at the next set of 
traffic lights.",1,
161037,1,16,37,2,20,8,0,6,1,1,4,4,4,4,1,0,2,1,-1,0,1,0,0,3,1,3,3,3,4,2,0,1,1,0,1,sadness,4,4,1610374,"When someone I was close to became a paranoid schizophrenic and I 
was unable to see this person because of the situation.",1,
161037,1,16,37,2,20,8,0,6,1,1,5,2,4,2,0,0,0,2,0,0,0,0,1,3,1,3,2,3,4,3,2,1,1,2,0,disgust,4,2,1610375,"When someone whom I considered my friend, without telling me he 
was annoyed, proceeded to ignore me for several meets with no 
apparent reason.",1,
161037,1,16,37,2,20,8,0,6,1,1,6,1,1,1,1,0,2,0,0,0,0,0,0,3,1,3,3,2,2,5,1,2,2,0,0,shame,1,1,1610376,"When some unforgiving acquaintance dragged up an old and rather 
embarassing situation from my past.",1,
161037,1,16,37,2,20,8,0,6,1,1,7,2,1,1,1,0,2,2,0,0,0,0,0,3,2,3,2,0,1,2,2,2,2,1,0,guilt,1,1,1610377,"When I made a mistake at work and when questioned about it 
pretended I had nothing to do with the problem.",1,
161038,1,16,38,2,21,1,1,6,5,1,1,3,3,3,3,0,2,2,1,1,0,0,0,1,3,1,1,1,1,4,1,3,3,2,0,joy,3,3,1610381,"At my wedding - standing with the man I love and acknowledging 
that fact to members of family and friends.",1,
161038,1,16,38,2,21,1,1,6,5,1,2,1,1,1,2,0,0,2,0,0,0,0,0,2,2,3,2,0,1,3,1,2,2,2,0,fear,1,1,1610382,"As a result of breaking the indicator light as mentioned 
for guilt.",1,
161038,1,16,38,2,21,1,1,6,5,1,3,2,1,1,0,0,0,2,-1,0,0,0,0,1,2,2,3,0,2,5,1,2,1,3,0,anger,1,1,1610383,"Arriving home from work after a long and tiring day to find no 
dinner prepared as I had expected.",1,
161038,1,16,38,2,21,1,1,6,5,1,4,4,4,3,0,0,0,2,1,0,1,0,1,1,2,3,0,1,2,4,3,0,2,2,1,sadness,4,3,1610384,"At the death of my husband's father's mother which occurred 
during university examinations and therefore I was unable to 
attend her funeral.",1,
161038,1,16,38,2,21,1,1,6,5,1,5,2,4,3,1,0,-1,1,-1,0,0,0,0,2,2,3,0,2,3,2,1,2,1,1,0,disgust,4,3,1610385,"With a Manager who insists on making crude innuendos pertaining 
to sex.",1,
161038,1,16,38,2,21,1,1,6,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,shame,0,0,1610386,Cannot remember such a situation.,1,
161038,1,16,38,2,21,1,1,6,5,1,7,1,3,2,1,0,0,0,0,0,0,0,0,2,2,3,0,2,1,3,0,1,2,2,0,guilt,3,2,1610387,"Breaking the left hand indicator box by moving too close to 
structure.",1,
161039,1,16,39,2,21,7,1,8,1,1,1,1,1,3,0,0,0,1,0,1,0,0,0,0,2,1,2,0,1,4,0,3,0,0,0,joy,1,3,1610391,Waking in morning (early morning) and having whole day to myself.,1,
161039,1,16,39,2,21,7,1,8,1,1,2,3,2,4,3,0,0,1,0,0,1,0,0,1,1,3,2,0,2,1,2,2,2,1,1,fear,2,4,1610392,"Being driven by friend who suddenly swerved and skidded a little. 
It was night and on a long trip. We ended up on side of road.",1,
161039,1,16,39,2,21,7,1,8,1,1,3,1,4,4,0,1,-1,1,0,0,0,0,0,3,1,3,3,3,0,1,0,1,0,0,1,anger,4,4,1610393,"Friend (male) hinted that my talking to other men at a pub was 
immoral. He implied that I should remain only with my boyfriend 
the entire evening.",1,
161039,1,16,39,2,21,7,1,8,1,1,4,1,2,2,0,0,0,1,0,0,0,0,0,3,1,3,2,0,1,5,0,2,2,0,0,sadness,2,2,1610394,On rising. No apparent reason.,1,
161039,1,16,39,2,21,7,1,8,1,1,5,1,2,2,0,0,0,0,-1,0,0,0,0,1,1,3,3,3,2,4,1,1,1,1,0,disgust,2,2,1610395,"Prolonged ""niggling"" of friend on a single theme which I 
considered of no consequence.",1,
161039,1,16,39,2,21,7,1,8,1,1,6,4,4,3,0,0,0,0,0,0,0,0,0,3,0,3,2,0,1,5,1,2,3,0,0,shame,4,3,1610396,"Felt I had not appreciated my parents enough. Regretted the 
problems I'd caused.",1,
161039,1,16,39,2,21,7,1,8,1,1,7,1,1,1,0,0,0,0,0,0,0,0,0,2,1,3,3,1,1,2,3,1,2,0,0,guilt,1,1,1610397,"Boyfriend doing cleaning in situation where it was my job to do 
it. Later snapped at him over trivial thing. He looked downcast. 
I felt guilty - ""he's just done all that work for me"".",1,
161040,1,16,40,2,24,8,0,8,7,1,1,3,4,4,1,0,1,3,1,1,0,0,2,1,3,1,1,3,2,4,0,3,3,3,0,joy,4,4,1610401,When my first niece was born.,1,
161040,1,16,40,2,24,8,0,8,7,1,2,4,3,4,4,0,2,0,-1,0,0,0,0,2,2,3,2,3,2,1,1,1,1,0,0,fear,3,4,1610402,"In a flat in Sydney - rough area at home on my own - the flat had 
been burgled the night before and no way of locking the door.",1,
161040,1,16,40,2,24,8,0,8,7,1,3,1,2,4,2,0,0,3,1,0,0,0,2,1,2,0,3,3,3,1,3,2,1,2,0,anger,2,4,1610403,When the bus driver failed to stop and pick me up at a bus stop.,1,
161040,1,16,40,2,24,8,0,8,7,1,4,4,4,4,2,2,-1,3,-1,0,1,0,2,2,3,3,2,3,4,1,0,2,3,1,3,sadness,4,4,1610404,When my uncle died of leukemia at age 35.,1,
161040,1,16,40,2,24,8,0,8,7,1,5,2,1,2,1,0,0,2,1,0,0,0,1,2,1,3,2,1,3,2,1,3,3,1,0,disgust,1,2,1610405,"Watching an alcoholic woman who was approaching everyone at the 
wharf for cigarettes - a prostitute in Auckland (elderly).",1,
161040,1,16,40,2,24,8,0,8,7,1,6,4,4,3,1,1,2,0,-1,0,0,0,0,3,2,3,2,1,1,2,3,1,1,0,1,shame,4,3,1610406,Stealing money from my parents when I was young.,1,
161040,1,16,40,2,24,8,0,8,7,1,7,4,3,3,1,1,2,4,-1,0,1,0,0,3,2,3,3,2,1,2,2,1,1,3,2,guilt,3,3,1610407,Two timing - going out with 2 guys at once (secretly).,1,
161041,1,16,41,2,20,1,2,7,7,1,1,1,3,3,0,0,1,2,1,1,0,0,1,1,3,1,1,1,2,4,1,3,3,3,0,joy,3,3,1610411,"When I went to the pub with a large group of friends, we drank 
and danced.",1,
161041,1,16,41,2,20,1,2,7,7,1,2,1,3,2,4,0,-1,3,1,0,0,0,0,1,2,3,3,0,3,3,3,1,1,3,0,fear,3,2,1610412,Watched a horror movie which involved sexual attacks on women.,1,
161041,1,16,41,2,20,1,2,7,7,1,3,3,4,4,2,1,2,1,-1,0,0,0,1,2,1,3,3,3,2,1,3,1,1,1,1,anger,4,4,1610413,"My boyfriend promised to take me to see a game of tennis and rang 
saying he was going to the pub with some of his friends instead.",1,
161041,1,16,41,2,20,1,2,7,7,1,4,2,4,3,2,2,-1,2,-1,0,1,0,0,3,1,3,3,3,4,1,1,2,3,0,3,sadness,4,3,1610414,"My mother was unwell and went for many cancer tests. She spent 
time in hospital being opened and closed many times.",1,
161041,1,16,41,2,20,1,2,7,7,1,5,2,1,2,0,1,-1,2,0,0,0,0,0,1,1,3,2,2,3,2,3,3,1,1,1,disgust,1,2,1610415,"I was driving along and saw this young guy urinating into the 
gutter, in broad daylight.",1,
161041,1,16,41,2,20,1,2,7,7,1,6,2,4,3,1,1,2,3,-1,0,0,0,0,3,1,2,1,2,1,1,2,2,1,1,1,shame,4,3,1610416,"I kicked the dog outside on a cold night because he was annoying 
me. The next day he came down with the flu and we thought he was 
going to die.",1,
161041,1,16,41,2,20,1,2,7,7,1,7,3,4,2,1,1,2,1,0,0,0,0,0,2,3,3,3,1,1,3,2,1,2,2,1,guilt,4,2,1610417,"I spent all weekend with a friend instead of studying for my 
exams.",1,
161042,1,16,42,2,26,8,0,4,4,1,1,4,4,4,1,1,-1,0,0,0,0,0,0,2,3,3,2,1,0,4,3,3,1,1,1,joy,4,4,1610421,Birth of children.,1,
161042,1,16,42,2,26,8,0,4,4,1,2,3,3,4,3,1,0,0,0,0,0,0,0,1,1,3,3,3,0,1,1,2,0,0,1,fear,3,4,1610422,Being alone at night.,1,
161042,1,16,42,2,26,8,0,4,4,1,3,1,3,4,2,0,0,1,0,0,0,0,1,1,1,3,3,0,0,1,1,0,0,0,0,anger,3,4,1610423,In a hurry to get to lectures and the car would not start.,1,
161042,1,16,42,2,26,8,0,4,4,1,4,4,4,3,0,0,0,0,-1,0,0,0,0,3,2,3,0,1,2,3,0,1,3,0,0,sadness,4,3,1610424,When grandfather died.,1,
161042,1,16,42,2,26,8,0,4,4,1,5,3,3,4,1,0,0,0,0,0,0,0,0,1,1,3,0,3,3,1,3,1,0,0,0,disgust,3,4,1610425,Obscene phone calls.,1,
161042,1,16,42,2,26,8,0,4,4,1,6,2,3,3,1,0,2,2,0,0,0,0,0,3,1,3,3,0,2,1,3,1,0,1,0,shame,3,3,1610426,"Being with a close friend, in the city, who was involved at the 
present point in time in outrageous activity.",1,
161042,1,16,42,2,26,8,0,4,4,1,7,1,1,2,2,0,2,0,0,0,0,0,0,3,1,3,1,2,0,2,2,1,0,0,0,guilt,1,2,1610427,Telling white lies.,1,
161043,1,16,43,2,22,8,0,7,7,1,1,2,4,2,0,0,1,1,0,1,0,0,0,1,1,1,2,0,2,4,0,3,3,0,0,joy,4,2,1610431,Thought had discovered true love.,1,
161043,1,16,43,2,22,8,0,7,7,1,2,2,1,2,1,0,0,0,-1,0,0,0,0,0,1,3,2,0,3,2,2,2,0,0,0,fear,1,2,1610432,"Stopped at lights in Mangere late one Friday night on way home 
from work. Alone in car when someone came up behind the car and 
started banging and shaking it. Light was red and had nowhere to 
go until light changed. When green I took off.",1,
161043,1,16,43,2,22,8,0,7,7,1,3,3,4,4,3,0,0,3,1,0,1,0,0,1,1,3,0,3,3,5,0,0,2,3,1,anger,4,4,1610433,"When fired unjustly from a job as casual bar-person. Charged with 
giving away free drinks. Not done so and had witnesses to prove 
it - both patrons and bar staff. Other staff were supportive.",1,
161043,1,16,43,2,22,8,0,7,7,1,4,2,1,3,0,0,0,2,1,1,1,0,0,2,3,2,1,0,1,4,0,2,3,1,1,sadness,1,3,1610434,"Close friend leave to go overseas for an indefinite period. 
Farewell scene at airport.",1,
161043,1,16,43,2,22,8,0,7,7,1,5,4,3,3,0,1,0,1,-1,0,0,0,0,1,1,3,2,3,3,2,3,1,1,2,1,disgust,3,3,1610435,When employer made a pass at me whilst I was at work.,1,
161043,1,16,43,2,22,8,0,7,7,1,6,4,3,2,4,0,2,1,0,0,1,0,0,1,1,3,0,1,1,1,2,1,1,2,1,shame,3,2,1610436,"When caught shoplifting and the police were called in parents 
also informed.",1,
161043,1,16,43,2,22,8,0,7,7,1,7,4,3,2,2,0,2,1,-1,0,1,0,0,2,1,3,0,1,1,1,2,1,1,1,1,guilt,3,2,1610437,When caught shop-lifting as for shame.,1,
161044,1,16,44,1,27,7,1,7,1,1,1,2,1,2,1,0,1,2,0,1,0,0,0,2,1,1,1,1,4,1,1,3,0,0,0,joy,1,2,1610441,"Receiving understanding from within self of a subject I had 
previously wished to understand better.",1,
161044,1,16,44,1,27,7,1,7,1,1,2,1,1,1,3,1,-1,1,0,0,0,0,0,3,2,3,3,1,1,5,1,1,2,0,1,fear,1,1,1610442,"To talk in a meeting - expound my thoughts on a subject. Fear 
delayed me acting to do this.",1,
161044,1,16,44,1,27,7,1,7,1,1,3,1,1,2,3,0,0,3,0,0,0,0,0,3,2,3,2,1,2,4,2,2,1,2,0,anger,1,2,1610443,"Towards wife's laziness in not performing her usual duties 
because of television watching.",1,
161044,1,16,44,1,27,7,1,7,1,1,4,2,1,2,3,0,0,1,0,0,0,0,0,2,1,3,2,3,3,1,3,1,0,0,0,sadness,1,2,1610444,Watching suffering in Third World country.,1,
161044,1,16,44,1,27,7,1,7,1,1,5,1,1,2,1,0,0,1,0,0,0,0,0,3,3,3,2,3,3,4,3,2,1,0,0,disgust,1,2,1610445,"Observation of people lost in the profit motive - i.e. business 
managers to their actions esp.",1,
161044,1,16,44,1,27,7,1,7,1,1,6,2,1,3,3,0,0,1,0,0,0,0,0,0,2,1,2,2,1,2,2,1,1,0,0,shame,1,3,1610446,"On own reading book. Recall came to mind of slight sexual 
exploitation of a female (years ago) i.e. had her on even for 
sexual motives.",1,
161044,1,16,44,1,27,7,1,7,1,1,7,2,1,2,2,0,0,1,0,0,0,0,0,3,1,3,2,1,1,2,2,1,1,0,0,guilt,1,2,1610447,"Telling a lie to wife over phone about what I had been working 
at.",1,
161045,1,16,45,2,19,8,0,7,6,1,1,4,4,3,1,1,1,2,1,1,1,0,0,3,3,1,2,1,1,5,2,1,3,1,2,joy,4,3,1610451,"Meeting best friend at the airport (boyfriend) who I had missed 
terribly.",1,
161045,1,16,45,2,19,8,0,7,6,1,2,3,2,4,1,0,0,1,-1,0,0,0,0,3,1,3,3,3,3,2,3,1,1,1,0,fear,2,4,1610452,"Confronted outside a party by some very nasty character - 
gesturing to a car full of mean-acting friends - felt in danger.",1,
161045,1,16,45,2,19,8,0,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger,0,0,1610453,NO RESPONSE.,1,
161045,1,16,45,2,19,8,0,7,6,1,4,4,3,4,1,1,0,1,1,0,1,0,0,1,1,3,0,2,3,1,2,0,0,0,2,sadness,3,4,1610454,My cat died painfully and slowly.,1,
161045,1,16,45,2,19,8,0,7,6,1,5,3,3,1,1,2,0,1,1,0,0,1,0,2,1,3,3,3,2,3,3,2,1,2,2,disgust,3,1,1610455,"Having unwanted attention paid to me in my place of work - 
harrassment (and sexual harrassment) by another worker - 
disgusted by his implications.",1,
161045,1,16,45,2,19,8,0,7,6,1,6,3,2,2,0,0,0,1,-1,0,0,0,0,2,2,3,3,2,1,1,3,1,1,1,0,shame,2,2,1610456,"Close friend discovered I had deceived them. Felt shame at having 
done it and knowing that they knew.",1,
161045,1,16,45,2,19,8,0,7,6,1,7,2,3,2,0,0,0,1,-1,1,0,0,1,3,2,1,3,2,2,2,2,1,1,0,0,guilt,3,2,1610457,"Two-timing - going out with person other than guy I was in 
relationship with.",1,
161047,1,16,47,2,18,1,1,7,1,1,1,2,4,3,3,1,1,2,1,1,0,0,2,1,3,1,1,3,0,4,0,0,3,3,1,joy,4,3,1610471,"I was very pleased and happy when my older sister came home from 
living somewhere out of town and I hadn't seen her for months. We 
are very close sisters.",1,
161047,1,16,47,2,18,1,1,7,1,1,2,3,1,3,4,1,-1,1,0,0,0,0,0,0,1,3,0,0,4,2,0,0,0,0,1,fear,1,3,1610472,"I was skiing alone and the mountain became covered with mist and 
I thought I was lost and was going to panic.",1,
161047,1,16,47,2,18,1,1,7,1,1,3,3,4,2,3,1,0,3,-1,0,0,1,0,2,2,3,2,2,2,4,1,2,2,2,1,anger,4,2,1610473,"My parents didn't allow me to go to a social function that all my 
friends were attending.",1,
161047,1,16,47,2,18,1,1,7,1,1,4,3,4,3,3,1,-1,2,-1,0,1,0,0,1,3,3,0,0,4,1,0,0,0,0,2,sadness,4,3,1610474,"While still at school a friend died of cancer, after being ill 
for a long time, she was 17 yrs old.",1,
161047,1,16,47,2,18,1,1,7,1,1,5,2,3,2,4,1,-1,1,0,0,0,0,1,2,2,3,0,0,2,3,3,0,1,3,1,disgust,3,2,1610475,"At a party my best girlfriend got really drunk and went off with 
a guy she knows I really like.",1,
161047,1,16,47,2,18,1,1,7,1,1,6,3,3,2,4,2,2,1,0,0,0,0,0,2,1,3,2,2,3,1,0,2,1,0,2,shame,3,2,1610476,"I was severely reprimanded for a trivial offence in front of 
members of my peer group while still at school.",1,
161047,1,16,47,2,18,1,1,7,1,1,7,2,3,2,2,0,2,1,0,0,0,0,1,2,1,3,0,0,1,5,2,2,2,0,0,guilt,3,2,1610477,"Someone asked me to do something and I made up an excuse and said 
no. I then went and didn't the same thing with someone else and 
hoped the first person never found out.",1,
161049,1,16,49,2,18,8,0,5,4,1,1,2,4,3,2,0,0,1,1,1,0,0,1,2,3,1,2,1,2,4,0,0,0,3,0,joy,4,3,1610491,"When my brother who has been out of New Zealand for 10 years came 
to visit with his wife which none of our family had previously 
met.",1,
161049,1,16,49,2,18,8,0,5,4,1,2,3,3,4,3,1,2,2,0,0,0,0,2,3,2,3,1,1,1,3,1,3,2,0,1,fear,3,4,1610492,"When I had to give a speech about some historical event, to an 
audiece of about 200 people my own age whom I did not know.",1,
161049,1,16,49,2,18,8,0,5,4,1,3,1,2,4,3,0,-1,2,-1,0,0,0,0,2,1,3,2,3,1,2,1,0,2,0,0,anger,2,4,1610493,"In arguments with a close friend or relative where my point of 
view is completely disregarded.",1,
161049,1,16,49,2,18,8,0,5,4,1,4,4,4,4,3,2,2,1,-1,0,1,0,0,1,2,3,2,0,4,4,0,0,0,0,3,sadness,4,4,1610494,"When my grandfather whom I had met only once for 3 weeks, died 
after several months. I was really sad because he was a lovely 
person and I did not have the means for his company.",1,
161049,1,16,49,2,18,8,0,5,4,1,5,3,4,3,1,1,2,2,0,0,0,0,1,1,1,3,2,1,3,1,3,1,2,0,1,disgust,4,3,1610495,"I once saw a programme on TV describing how certain wild life 
films were made and was disgusted by the treatment of certain 
animals in this particular programme of the polar bear.",1,
161049,1,16,49,2,18,8,0,5,4,1,6,4,4,4,2,2,-1,1,-1,0,1,0,0,3,1,3,2,1,1,5,2,1,3,0,3,shame,4,4,1610496,"The 2nd time someone I had met cared for came over to my house I 
was absolutely inebriated and was sick into a bucket.",1,
